type	gene_id
ileum-specific	VKORC1
ileum-specific	ZDHHC6
colon-specific	APIP
colon-specific	CMTM6
colon-specific	NUDT15
colon-specific	PAK1IP1
colon-specific	SLC22A18AS
colon-specific	ZDHHC7
colon-specific	SLC35A3
ileum-specific	XXbac-BPG254F23.6
colon-specific	WFDC2
colon-specific	CPM
colon-specific	HES1
colon-specific	MAP2K6
colon-specific	MAPRE1
colon-specific	MLEC
colon-specific	NOP16
colon-specific	PDHA1
colon-specific	RAC1
colon-specific	STMN2
colon-specific	TAX1BP3
colon-specific	YBX3
colon-specific	DNM2
colon-specific	EHD4
ileum-specific	ARL6IP4
ileum-specific	AKR1C2
ileum-specific	DDC
ileum-specific	GGTLC2
ileum-specific	GGTLC3
ileum-specific	OSGIN1
colon-specific	ACAT2
colon-specific	ACSF2
colon-specific	ADM
colon-specific	ADRA2A
colon-specific	ATP1B3
colon-specific	ATP9A
colon-specific	B3GNT3
colon-specific	C4orf19
colon-specific	CAAP1
colon-specific	CAPN5
colon-specific	CHMP3
colon-specific	CTSL1
colon-specific	DDX60
colon-specific	DLD
colon-specific	EPB41L4B
colon-specific	ERN2
colon-specific	ESRP2
colon-specific	FA2H
colon-specific	GGCT
colon-specific	GLB1L2
colon-specific	GLRX5
colon-specific	GRHL2
colon-specific	IFT57
colon-specific	IGFBP2
colon-specific	IMPDH2
colon-specific	JOSD1
colon-specific	KCNN4
colon-specific	KIFAP3
colon-specific	LRRC59
colon-specific	MRPL15
colon-specific	MRPL23
colon-specific	MRPL3
colon-specific	MRPS28
colon-specific	OXR1
colon-specific	POLD2
colon-specific	PPDPF
colon-specific	PPIP5K2
colon-specific	RPS18
colon-specific	RRS1
colon-specific	SLC25A10
colon-specific	SLPI
colon-specific	SSFA2
colon-specific	TMEM131
colon-specific	TSEN2
colon-specific	UQCR10
colon-specific	ZWINT
colon-specific	CLCN3
colon-specific	CLTA
colon-specific	DNAJB1
colon-specific	FAM120A
colon-specific	FGFR2
colon-specific	JAG1
colon-specific	KDM5B
colon-specific	MYO1B
colon-specific	PCSK6
colon-specific	TCP1
colon-specific	YWHAQ
colon-specific	YWHAZ
ileum-specific	DGKZ
ileum-specific	TBC1D13
colon-specific	DHDDS
colon-specific	MRPS33
ileum-specific	GGT2
colon-specific	FNDC3B
colon-specific	GINS2
colon-specific	HOXB6
colon-specific	BOLA2B
colon-specific	CLTB
colon-specific	MAFF
colon-specific	TUBA1A
ileum-specific	GLUD1
ileum-specific	COL6A3
ileum-specific	NID1
ileum-specific	SULT1A1
colon-specific	GOLGA3
colon-specific	NME2
ileum-specific	CDC14B
colon-specific	SEPW1
colon-specific	EFNB1
colon-specific	PLEKHA6
ileum-specific	ACHE
ileum-specific	ADH6
ileum-specific	ARG2
ileum-specific	AZIN1
ileum-specific	CIB2
ileum-specific	COL18A1
ileum-specific	COL4A2
ileum-specific	02-Mar
ileum-specific	NAT8
ileum-specific	PRKCH
ileum-specific	RALGPS1
ileum-specific	RBL2
ileum-specific	SETX
ileum-specific	SLX1A
ileum-specific	SLX1B
ileum-specific	ALDH3B1
ileum-specific	C19orf66
ileum-specific	CEP350
ileum-specific	DNASE1
ileum-specific	FXR1
ileum-specific	GALNT1
ileum-specific	NFATC3
ileum-specific	PI4K2A
ileum-specific	SSX2IP
colon-specific	LARS2
ileum-specific	PRSS3
ileum-specific	AGAP10
ileum-specific	AGAP9
ileum-specific	RMDN3
ileum-specific	SLC28A1
colon-specific	PTPRR
colon-specific	LGALS9C
colon-specific	LDHB
colon-specific	ZDHHC13
ileum-specific	ZSWIM8
colon-specific	CDK1
colon-specific	TACC2
colon-specific	BECN1
colon-specific	HSPA1A
colon-specific	TCEB2
colon-specific	PSG3
colon-specific	LRRN2
colon-specific	PPP2R1A
colon-specific	TMX2
ileum-specific	AATK
ileum-specific	BST1
ileum-specific	CDIP1
ileum-specific	CHPF
ileum-specific	DAP
ileum-specific	DPYD
ileum-specific	FILIP1L
ileum-specific	GNPDA1
ileum-specific	LINC00341
ileum-specific	MSRA
ileum-specific	SFRP5
ileum-specific	SH3GL1
colon-specific	NME1
colon-specific	CCT2
colon-specific	CTDSP2
colon-specific	FAM134B
colon-specific	FDFT1
colon-specific	GCSH
colon-specific	HCCS
colon-specific	HOXA10
colon-specific	ITGB1
colon-specific	METTL7A
colon-specific	NIPA2
colon-specific	RALBP1
colon-specific	RIMS3
colon-specific	SDC1
colon-specific	UQCRC2
ileum-specific	AKR1C1
ileum-specific	MSL1
colon-specific	B4GALT1
colon-specific	EGFR
colon-specific	FARP1
colon-specific	GSPT1
colon-specific	LDLRAP1
colon-specific	MTMR2
colon-specific	PPP1CB
colon-specific	SCNN1A
colon-specific	TTC39A
colon-specific	WHSC1
colon-specific	ANXA11
colon-specific	EIF3K
colon-specific	MKRN1
colon-specific	MTM1
colon-specific	PRKAB1
colon-specific	MYL12A
ileum-specific	ABCD1
ileum-specific	ABCG2
ileum-specific	ACOX2
ileum-specific	AMPD2
ileum-specific	AQP7
ileum-specific	ARHGEF6
ileum-specific	ARRB2
ileum-specific	BDH2
ileum-specific	BEGAIN
ileum-specific	BST2
ileum-specific	C11orf80
ileum-specific	CASZ1
ileum-specific	CCNL1
ileum-specific	CD160
ileum-specific	CDCA3
ileum-specific	CERS2
ileum-specific	DAB1
ileum-specific	DDRGK1
ileum-specific	DNM1
ileum-specific	FLVCR2
ileum-specific	GABRE
ileum-specific	GAL3ST1
ileum-specific	GRINA
ileum-specific	GTF2E2
ileum-specific	GUCY1A3
ileum-specific	HTRA1
ileum-specific	IFI44
ileum-specific	ING2
ileum-specific	INSIG2
ileum-specific	ISL1
ileum-specific	ITGAE
