type	gene_id
ileum-like	CPNE7
ileum-like	CD244
ileum-like	VKORC1
ileum-like	CNGA1
ileum-like	SLX1A
ileum-like	CTSO
ileum-like	BEND4
ileum-like	SLC31A1
ileum-like	ATP1A1-AS1
ileum-like	FAM102A
ileum-like	ARID3A
ileum-like	ROBO2
ileum-like	RP11-834C11.4
ileum-like	FTLP3
ileum-like	PARP3
ileum-like	F2R
ileum-like	GNA11
ileum-like	SCML4
ileum-like	ST3GAL2
ileum-like	SSX2IP
ileum-like	GRAMD1C
ileum-like	TMEM229B
ileum-like	PGF
ileum-like	SGIP1
ileum-like	ADAMDEC1
ileum-like	MON1A
ileum-like	METTL7B
ileum-like	TNIK
ileum-like	ARRB2
ileum-like	CD74
ileum-like	RHOU
ileum-like	HSD17B11
ileum-like	AGPAT1
ileum-like	ANKRD24
ileum-like	PGAP1
ileum-like	KLHL32
ileum-like	KLRK1
ileum-like	GDPD1
ileum-like	RP11-624C23.1
ileum-like	RP11-473M20.9
ileum-like	FAM229A
ileum-like	EPDR1
ileum-like	GIPC3
ileum-like	MUC3A
ileum-like	BCL2L10
ileum-like	SCG2
ileum-like	AMN
ileum-like	C17orf100
ileum-like	NATD1
ileum-like	PAQR3
ileum-like	PHLPP2
ileum-like	SLC6A8
ileum-like	ASCL2
ileum-like	NMT1
ileum-like	MYCN
ileum-like	AC002511.3
ileum-like	CYP4V2
ileum-like	DGAT2
ileum-like	PLA2G4C
ileum-like	LMO4
ileum-like	LAPTM4B
ileum-like	SLC35B1
ileum-like	REM1
ileum-like	HS3ST1
ileum-like	LRRC28
ileum-like	BTNL3
ileum-like	HMCN1
ileum-like	FUT8-AS1
ileum-like	SLC25A48
ileum-like	PIM1
ileum-like	ANKRD29
ileum-like	GPR89A
ileum-like	PRKAG2
ileum-like	VANGL2
ileum-like	VSIG10
ileum-like	TRPM6
ileum-like	IRF8
ileum-like	RP11-800A3.4
ileum-like	AC009303.2
ileum-like	CIITA
ileum-like	GATS
ileum-like	PCSK5
ileum-like	BPHL
ileum-like	LIN52
ileum-like	CLEC14A
ileum-like	SULF1
ileum-like	GLYCTK
ileum-like	HLA-DMB
ileum-like	FLT4
ileum-like	ZFPM1
ileum-like	MATK
ileum-like	GABRE
ileum-like	FAM47E
ileum-like	FGD5
ileum-like	RDH10
ileum-like	RP11-121A8.1
ileum-like	HYKK
ileum-like	PDLIM2
ileum-like	NEB
ileum-like	EDN3
ileum-like	RASA4B
ileum-like	CACNA1A
ileum-like	RHBDL1
ileum-like	C2CD2L
ileum-like	AGAP9
ileum-like	CYP2U1
ileum-like	KAT2B
ileum-like	HTR7P1
ileum-like	ALDH3B1
ileum-like	RP11-452F19.3
ileum-like	RIMBP2
ileum-like	RASAL3
ileum-like	DIO2
ileum-like	C2orf27A
ileum-like	RARRES1
ileum-like	RP11-420L9.5
ileum-like	DDO
ileum-like	SERPINF2
ileum-like	ANKRD9
ileum-like	GLP2R
ileum-like	HRAT92
ileum-like	FAT2
ileum-like	CA11
ileum-like	MATN2
ileum-like	ALDH1A1
ileum-like	TPPP
ileum-like	GABRB3
ileum-like	C2
ileum-like	HRH2
ileum-like	TMEM220-AS1
ileum-like	AC011899.9
ileum-like	RP11-131J3.1
ileum-like	SUCO
ileum-like	KCNK5
ileum-like	GUCA2A
ileum-like	BMS1P2
ileum-like	NKG7
ileum-like	TRG-AS1
ileum-like	RP13-726E6.2
ileum-like	DAAM2
ileum-like	HID1
ileum-like	DGKZP1
ileum-like	GCNT1
ileum-like	TRIL
ileum-like	ADM2
ileum-like	RP11-293M10.6
ileum-like	SPTLC3
ileum-like	SESN3
ileum-like	RNF128
ileum-like	GLOD5
ileum-like	GALC
ileum-like	ASAH2B
ileum-like	ZNF512B
ileum-like	CDCA3
ileum-like	RAG1
ileum-like	HCG4B
ileum-like	EXOC3L4
ileum-like	HPSE2
ileum-like	PGRMC2
ileum-like	CBS
ileum-like	FAM132A
ileum-like	MMRN1
ileum-like	RP11-108L7.15
ileum-like	NELL2
ileum-like	AKR7A3
ileum-like	RARRES3
ileum-like	SLC38A11
ileum-like	VIL1
ileum-like	RP11-35P15.1
ileum-like	AC226118.1
ileum-like	C9orf64
ileum-like	CELF3
ileum-like	RP5-903G2.2
ileum-like	EDNRB
ileum-like	ZNF469
ileum-like	TBX10
ileum-like	CASP4
ileum-like	ADRB1
ileum-like	LPIN2
ileum-like	FBXO2
ileum-like	RHOJ
ileum-like	CCL5
ileum-like	EPT1
ileum-like	CTC-251D13.1
ileum-like	ARFGAP3
ileum-like	CNIH2
ileum-like	PARP8
ileum-like	LINC00857
ileum-like	CDIP1
ileum-like	A1CF
ileum-like	SMOX
ileum-like	SCUBE1
ileum-like	CD302
ileum-like	LINC00242
ileum-like	C19orf35
ileum-like	SFTA1P
ileum-like	LRRC46
ileum-like	CTB-179K24.3
ileum-like	RP11-1074O12.1
ileum-like	PTPRD-AS1
ileum-like	RP11-483I13.2
ileum-like	PUS10
ileum-like	FCRL6
ileum-like	CRYZ
ileum-like	MSI1
ileum-like	CLCN5
ileum-like	TRNP1
ileum-like	CCDC120
ileum-like	RP5-1112D6.4
ileum-like	CDH4
ileum-like	UGT1A4
ileum-like	FAM126A
ileum-like	RUNDC3B
ileum-like	RP1-95L4.4
ileum-like	MAPKBP1
ileum-like	ZNF365
ileum-like	RP11-104N10.1
ileum-like	ITIH3
ileum-like	LINC00092
ileum-like	TMEM236
ileum-like	ECM2
ileum-like	RP11-468E2.5
ileum-like	CSMD1
ileum-like	HMGCLL1
ileum-like	BDH2
ileum-like	ABCA10
ileum-like	GLS
ileum-like	GIPC2
ileum-like	DHRS11
ileum-like	CD68
ileum-like	CYTH3
ileum-like	PON3
ileum-like	CD1D
ileum-like	RP11-981G7.6
ileum-like	HNF1A
ileum-like	RP4-724E13.2
ileum-like	RP11-548H18.2
ileum-like	TMC5
ileum-like	RP11-902B17.1
ileum-like	RP3-342P20.2
ileum-like	EPSTI1
ileum-like	RP11-395B7.4
ileum-like	RP11-43F13.3
ileum-like	TTC7A
ileum-like	CXCL16
ileum-like	DNAH10
ileum-like	GATA6
ileum-like	MGAM2
ileum-like	SESTD1
ileum-like	LBX2-AS1
ileum-like	RP11-649A18.12
ileum-like	TMEM120A
ileum-like	ANGPTL6
ileum-like	SULT1C2
ileum-like	IFIT2
ileum-like	PAOX
ileum-like	KCNG1
ileum-like	CDH6
ileum-like	MYO15B
ileum-like	RP11-549B18.1
ileum-like	RP11-521B24.3
ileum-like	SLC51A
ileum-like	GALK1
ileum-like	SEMA6D
ileum-like	XCL2
ileum-like	LRRC66
ileum-like	SLC4A8
ileum-like	HTR7
ileum-like	FAM222A
ileum-like	TMIGD1
ileum-like	XDH
ileum-like	KIF12
ileum-like	CDKN2B-AS1
ileum-like	KCNB2
ileum-like	UMODL1
ileum-like	HSD17B3
ileum-like	TRGC1
ileum-like	SPSB1
ileum-like	SLC7A8
ileum-like	PDXP
ileum-like	TLL1
ileum-like	SLC39A5
ileum-like	CCL14
ileum-like	KIZ-AS1
ileum-like	BMS1P1
ileum-like	NCR1
ileum-like	ADD3-AS1
ileum-like	DBH
ileum-like	B4GALT6
ileum-like	RTCA-AS1
ileum-like	FASLG
ileum-like	CDKN2A
ileum-like	AC104534.2
ileum-like	FBXO27
ileum-like	TRIM63
ileum-like	HTR4
ileum-like	MIR223
ileum-like	FAM20C
ileum-like	ADAMTS5
ileum-like	APOBEC2
ileum-like	RP1-47M23.3
ileum-like	KCNK2
ileum-like	LIPE
ileum-like	ABCC6
ileum-like	GLRX
ileum-like	SPINK4
ileum-like	ARX
ileum-like	HCAR1
ileum-like	SEC22C
ileum-like	ADGRE1
ileum-like	KLRD1
ileum-like	GPR52
ileum-like	RP11-268J15.5
ileum-like	RPSAP9
ileum-like	IL22RA1
ileum-like	ACBD4
ileum-like	F10
ileum-like	CCR6
ileum-like	BAIAP2L2
ileum-like	GDPD2
ileum-like	CTC-297N7.9
ileum-like	BDH2P1
ileum-like	VAV2
ileum-like	FAM109A
ileum-like	RELN
ileum-like	UGT2A3
ileum-like	RP11-284F21.9
ileum-like	RP13-890H12.2
ileum-like	MYRF
ileum-like	C1orf168
ileum-like	ING2
ileum-like	PURG
ileum-like	RP11-440I14.3
ileum-like	BRINP3
ileum-like	ATP1A1
ileum-like	PPP2R2C
ileum-like	DGKZ
ileum-like	ELOVL2
ileum-like	AC007279.2
ileum-like	TOR1AIP2
ileum-like	SLC25A34
ileum-like	MELTF
ileum-like	TAC1
ileum-like	SLC35G1
ileum-like	POR
