type	gene_id
Enterocyte	PPP2CB
Enterocyte	CGN
Enterocyte	GSN
Enterocyte	CST3
Enterocyte	LIPH
Enterocyte	PTPRH
Enterocyte	TCF7L2
Enterocyte	EIF4EBP2
Enterocyte	APLP2
Enterocyte	MXI1
Enterocyte	CA12
Enterocyte	FAM134B
Enterocyte	HLA-F
Enterocyte	ADM
Enterocyte	IFNGR2
Enterocyte	SLC25A23
Enterocyte	TUBA1C
Enterocyte	AMN
Enterocyte	PLEKHJ1
Enterocyte	SLC20A1
Enterocyte	TPRN
Enterocyte	RTN4
Enterocyte	EGLN3
Enterocyte	RFK
Enterocyte	PAQR8
Enterocyte	XDH
Enterocyte	ABHD3
Enterocyte	GFER
Enterocyte	SPPL2A
Enterocyte	SULT1B1
Enterocyte	LAMB3
Enterocyte	HSD17B2
Enterocyte	ACTN4
Enterocyte	ARL4A
Enterocyte	GUK1
Enterocyte	GNG5
Enterocyte	AAK1
Enterocyte	VILL
Enterocyte	ASS1
Enterocyte	PPP1R14D
Enterocyte	DEFB1
Enterocyte	AHNAK
Enterocyte	CHP2
Enterocyte	ZBTB7B
Enterocyte	MIDN
Enterocyte	FLNB
Enterocyte	EPAS1
Enterocyte	KLF4
Enterocyte	LRRC19
Enterocyte	TMPRSS4
Enterocyte	STK24
Enterocyte	CLDN8
Enterocyte	MYO5B
Enterocyte	MCL1
Enterocyte	RHOU
Enterocyte	TJP3
Enterocyte	HRCT1
Enterocyte	LAMP1
Enterocyte	HLA-E
Enterocyte	C1orf115
Enterocyte	PIP5K1B
Enterocyte	VMP1
Enterocyte	AKR1B10
Enterocyte	NUDT4
Enterocyte	GSKIP
Enterocyte	ABCB1
Enterocyte	ACVRL1
Enterocyte	ANKRD9
Enterocyte	RCAN1
Enterocyte	PYGB
Enterocyte	PKP3
Enterocyte	TMEM59
Enterocyte	PRAP1
Enterocyte	CAB39
Enterocyte	ERBB2IP
Enterocyte	SORL1
Enterocyte	ENTPD5
Enterocyte	ESPN
Enterocyte	ERBB3
Enterocyte	ABHD17C
Enterocyte	HNF4A
Enterocyte	LASP1
Enterocyte	CTNNA1
Enterocyte	CLCN2
Enterocyte	NR2F6
Enterocyte	FBXW5
Enterocyte	TNIP1
Enterocyte	TUBB4B
Enterocyte	CLCA4
Enterocyte	SIRT6
Enterocyte	VDR
Enterocyte	RP11-395B7.4
Enterocyte	SLC16A9
Enterocyte	TNFRSF1A
Enterocyte	GBP3
Enterocyte	EDN3
Enterocyte	STX3
Enterocyte	HEPH
Enterocyte	DOK4
Enterocyte	SPTSSA
Enterocyte	PRR15L
Enterocyte	CCL28
Enterocyte	PBLD
Enterocyte	P2RX4
Enterocyte	MT-ND3
Enterocyte	SMIM2-AS1
Enterocyte	MGAT4B
Enterocyte	SH3KBP1
Enterocyte	SPTBN1
Enterocyte	TPM3
Enterocyte	DSG2
Enterocyte	LRRC1
Enterocyte	SRSF5
Enterocyte	SAT1
Enterocyte	RP11-467L13.7
Enterocyte	BTNL8
Enterocyte	SLC22A18AS
Enterocyte	ATP6V0D1
Enterocyte	RSRP1
Enterocyte	CDC42
Enterocyte	ATP2B1
Enterocyte	EPS8L2
Enterocyte	IGSF9
Enterocyte	MDK
Enterocyte	C11orf86
Enterocyte	SHROOM1
Enterocyte	ARF3
Enterocyte	TMEM176B
Enterocyte	SLC44A4
Enterocyte	MARVELD3
Enterocyte	TMEM127
Enterocyte	PDLIM2
Enterocyte	PHLPP2
Enterocyte	CTNND1
Enterocyte	SLC25A5
Enterocyte	FABP2
Enterocyte	SQSTM1
Enterocyte	B3GNT3
Enterocyte	FBXO32
Enterocyte	TGOLN2
Enterocyte	PINK1
Goblet	TFF3
Goblet	KLK1
Goblet	FCGBP
Goblet	ST6GALNAC1
Goblet	ITLN1
Goblet	SERPINA1
Goblet	LRRC26
Goblet	REP15
Goblet	HEPACAM2
Goblet	AGR2
Goblet	WFDC2
Goblet	ATOH1
Goblet	SLC12A2
Goblet	SPINK4
Goblet	ZG16
Goblet	RNASE1
Goblet	SPINK1
Goblet	CLCA1
Goblet	TPM1
Goblet	FRZB
Goblet	TPSG1
Goblet	XBP1
Goblet	RPL36
Goblet	NPDC1
Goblet	SPDEF
Goblet	BEST2
Goblet	SELK
Goblet	RPS12
Goblet	RPL38
Goblet	SH3BGRL3
Goblet	CREB3L1
Goblet	RASD1
Goblet	KRT18
Goblet	TSPAN13
Goblet	NEDD4L
Goblet	HPCAL1
Goblet	ITM2A
Goblet	RAP1GAP
Goblet	RAB27A
Goblet	ASPH
Goblet	ERGIC1
Goblet	KIAA1324
Goblet	ANXA13
Goblet	GSN
Goblet	LINC00261
Goblet	SMIM14
Goblet	MLPH
Goblet	RGS10
Goblet	RPS11
Goblet	SELM
Goblet	FOXA3
Goblet	GMDS
Goblet	TAGLN2
Goblet	FFAR4
Goblet	RPL10
Goblet	RPS29
Paneth-like	SPIB
Paneth-like	CA7
Paneth-like	FKBP1A
Paneth-like	CTSE
Paneth-like	NBPF14
Paneth-like	HES4
Paneth-like	BEST4
Paneth-like	CA4
Paneth-like	NEURL1
Paneth-like	TMSB10
Paneth-like	NOTCH2
Paneth-like	FTL
Paneth-like	HSPB1
Paneth-like	GNPTAB
Paneth-like	TMEM176B
Paneth-like	TMEM176A
Paneth-like	OTOP2
Paneth-like	NBPF19
Paneth-like	MDK
Paneth-like	LYZ
Paneth-like	ID1
Paneth-like	GPRC5C
Paneth-like	KRT8
Paneth-like	ITM2C
Paneth-like	CEACAM6
Paneth-like	CCND1
Paneth-like	HES1
Paneth-like	DMBT1
Paneth-like	RHOV
Paneth-like	SDCBP2
Paneth-like	GMNN
Paneth-like	KRT19
Paneth-like	CTSC
Paneth-like	HEPACAM2
Paneth-like	TSPAN8
Paneth-like	STAP2
Paneth-like	LYPD8
Paneth-like	GRN
Paneth-like	OAZ1
Paneth-like	PHLDA2
Paneth-like	CARD16
Paneth-like	IFITM2
Paneth-like	PROX1
Paneth-like	LGALS3
Paneth-like	SCIN
Paneth-like	UNC5C
Paneth-like	FCGRT
Paneth-like	CEACAM5
Paneth-like	EPCAM
Paneth-like	H3F3B
Paneth-like	MSLN
Paneth-like	ALDH2
Paneth-like	CRIP1
Paneth-like	HRCT1
Paneth-like	CDK18
Paneth-like	ADRA2A
Paneth-like	S100A11
Paneth-like	PPDPF
Paneth-like	CLIC1
Paneth-like	ARPC2
Paneth-like	SAMHD1
Paneth-like	GUCA2A
Paneth-like	HSD17B2
Paneth-like	PDE4C
Paneth-like	S100A10
Paneth-like	ATP1B1
Paneth-like	HIGD1A
Paneth-like	MEIS1
Paneth-like	HSD17B11
Paneth-like	PDLIM1
