type	gene_id
Cycling_TA	CDC45
Cycling_TA	CDCA3
Cycling_TA	NDC80
Cycling_TA	E2F8
Cycling_TA	CEP55
Cycling_TA	OIP5
Cycling_TA	BUB1B
Cycling_TA	FOXM1
Cycling_TA	CENPI
Cycling_TA	RTKN2
Cycling_TA	CDCA5
Cycling_TA	ORC1
Cycling_TA	DLGAP5
Cycling_TA	EXO1
Cycling_TA	CDK1
Cycling_TA	ANLN
Cycling_TA	HIST1H1B
Cycling_TA	CENPF
Cycling_TA	PTTG2
Cycling_TA	DEPDC1
Cycling_TA	ARHGAP11A
Cycling_TA	CASC5
Cycling_TA	KIF23
Cycling_TA	BUB1
Cycling_TA	ASF1B
Cycling_TA	CENPE
Cycling_TA	MKI67
Cycling_TA	RECQL4
Cycling_TA	PSRC1
Cycling_TA	E2F1
Cycling_TA	MYBL2
Cycling_TA	ERCC6L
Cycling_TA	STMND1
Cycling_TA	CENPW
Cycling_TA	C21orf58
Cycling_TA	KIFC1
Cycling_TA	GINS1
Cycling_TA	STMN1
Cycling_TA	TROAP
Cycling_TA	GPX2
Cycling_TA	SPC24
Cycling_TA	FAM111B
Cycling_TA	TYMS
Cycling_TA	PRC1
Cycling_TA	C16orf59
Cycling_TA	E2F7
Cycling_TA	HMGB2
Cycling_TA	CCNB1
Cycling_TA	TSPAN8
Cycling_TA	HMMR
Cycling_TA	RIBC2
Cycling_TA	UBE2T
Cycling_TA	POC1A
Cycling_TA	PTTG1
Cycling_TA	GINS2
Cycling_TA	MGST1
Cycling_TA	CCNB2
Cycling_TA	MT1G
Cycling_TA	C18orf56
Cycling_TA	KIAA0101
Cycling_TA	MAD2L1
Cycling_TA	MXD3
Cycling_TA	MT3
Cycling_TA	TACC3
Cycling_TA	CDT1
Cycling_TA	REG1A
Cycling_TA	ZWINT
Cycling_TA	IGFBP2
Cycling_TA	FABP5
Cycling_TA	DTYMK
Cycling_TA	SPINK1
Cycling_TA	CENPN
Cycling_TA	NUPR1
Cycling_TA	MCM7
Cycling_TA	FEN1
Cycling_TA	LIG1
Cycling_TA	CLDN7
